Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kmpl,Engine_CC,Power_bhp,Seats,Price_INR,Type of Car,Car Model,price rate,Car_Age,Avg_KM_Per_Year
Maruti Wagon R VXI BS IV,Pune,2014,51000.0,Petrol,Manual,First,20.51,998,67.04,5,310000.0,Maruti,Wagon,Economy,5,10200.0
Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855.0,Petrol,Manual,First,15.0,1598,103.6,5,509000.0,Skoda,Rapid,Mid-range,5,6771.0
Maruti Baleno Vxi - BSIII,Pune,2006,146000.0,Petrol,Manual,Second,15.4,1590,94.0,5,105000.0,Maruti,Baleno,Economy,13,11230.76923076923
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037.0,Diesel,Manual,Second,22.77,1498,98.59,5,700000.0,Ford,EcoSport,Mid-range,4,11759.25
Hyundai Accent GLE,Ahmedabad,2010,58000.0,Petrol,Manual,Second,13.2,1495,94.0,5,250000.0,Hyundai,Accent,Economy,9,6444.444444444444
BMW 5 Series 520d Luxury Line,Mumbai,2012,61240.0,Diesel,Automatic,First,22.48,1995,190.0,5,1750000.0,BMW,5,Luxury,7,8748.57142857143
Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211.0,Petrol,Manual,First,20.92,998,67.1,5,210000.0,Maruti,Alto,Economy,8,11401.375
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000.0,Diesel,Automatic,First,15.73,1968,174.33,5,1775000.0,Audi,Q3,Luxury,6,14000.0
Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226.0,LPG,Manual,First,25.95,1061,57.5,5,145000.0,Maruti,Wagon,Economy,11,5838.727272727273
Toyota Corolla H4,Bangalore,2005,67000.0,Petrol,Automatic,Second,11.3,1794,125.0,5,245000.00000000003,Toyota,Corolla,Economy,14,4785.714285714285
Volvo XC60 D5,Pune,2011,106976.0,Diesel,Automatic,First,13.5,2400,215.0,5,1380000.0,Volvo,XC60,Luxury,8,13372.0
Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210.0,Diesel,Manual,First,27.3,1498,98.6,5,585000.0,Honda,Jazz,Mid-range,3,9070.0
Maruti Ciaz 1.3 Alpha,Delhi,2017,26322.0,Diesel,Manual,First,28.09,1248,88.5,5,890000.0,Maruti,Ciaz,Mid-range,2,13161.0
Maruti Swift VXI BSIV,Mumbai,2016,9107.0,Petrol,Manual,First,20.4,1197,81.8,5,515000.00000000006,Maruti,Swift,Mid-range,3,3035.6666666666665
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983.0,Diesel,Automatic,First,19.27,2143,170.0,5,1655999.9999999998,Mercedes-Benz,New,Luxury,4,15995.75
Maruti Wagon R VXI Minor,Chennai,2010,134000.0,Petrol,Manual,Second,18.9,1061,67.0,5,165000.0,Maruti,Wagon,Economy,9,14888.888888888889
Mercedes-Benz A Class A180 Sport,Pune,2015,11000.0,Petrol,Automatic,First,15.5,1595,120.7,5,1600000.0,Mercedes-Benz,A,Luxury,4,2750.0
Hyundai Santro Xing GL,Pune,2008,93000.0,Petrol,Manual,First,16.5,1086,62.0,5,145000.0,Hyundai,Santro,Economy,11,8454.545454545454
Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852.0,Diesel,Automatic,First,26.59,1248,74.0,5,808000.0,Maruti,Swift,Mid-range,2,12426.0
Hyundai Grand i10 AT Asta,Pune,2014,37632.0,Petrol,Automatic,First,18.9,1197,82.0,5,450000.0,Hyundai,Grand,Economy,5,7526.4
Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000.0,Petrol,Manual,Second,16.95,1498,97.7,5,430000.0,Nissan,Sunny,Economy,6,9166.666666666666
Maruti A-Star Lxi,Hyderabad,2010,81448.0,Petrol,Manual,First,19.0,998,66.1,5,260000.0,Maruti,A-Star,Economy,9,9049.777777777777
Renault KWID RXT Optional,Hyderabad,2018,1900.0,Petrol,Manual,First,25.17,799,53.3,5,445000.0,Renault,KWID,Economy,1,1900.0
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957.0,Petrol,Automatic,First,17.1,1591,121.4,5,537000.0,Hyundai,Verna,Mid-range,7,7851.0
Maruti Wagon R LXI Minor,Chennai,2008,55000.0,Petrol,Manual,Second,18.9,1061,67.0,5,175000.0,Maruti,Wagon,Economy,11,5000.0
BMW 3 Series 320d Sport Line,Kolkata,2013,21983.0,Diesel,Automatic,First,18.88,1995,184.0,5,1650000.0,BMW,3,Luxury,6,3663.8333333333335
BMW 5 Series 2003-2012 520d,Delhi,2013,76000.0,Diesel,Automatic,First,18.48,1995,177.0,5,1900000.0,BMW,5,Luxury,6,12666.666666666666
Tata Indigo CS eVX,Jaipur,2016,65000.0,Diesel,Manual,First,25.0,1396,69.01,5,280000.0,Tata,Indigo,Economy,3,21666.666666666668
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000.0,Diesel,Manual,First,22.54,1396,88.73,5,620000.0,Hyundai,i20,Mid-range,4,6500.0
Maruti Omni E MPI STD BS IV,Kochi,2019,11571.0,Petrol,Manual,First,16.8,796,34.2,8,380000.0,Maruti,Omni,Economy,0,inf
Maruti Swift ZDi,Hyderabad,2014,81000.0,Diesel,Manual,First,25.2,1248,74.0,5,610000.0,Maruti,Swift,Mid-range,5,16200.0
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154.0,Diesel,Manual,First,23.0,1498,98.96,5,1165000.0,Ford,Ecosport,Luxury,0,inf
Honda Brio VX AT,Mumbai,2014,26856.0,Petrol,Automatic,First,16.5,1198,86.8,5,415000.00000000006,Honda,Brio,Economy,5,5371.2
Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489.0,Diesel,Manual,First,13.68,2393,147.8,7,1650000.0,Toyota,Innova,Luxury,2,33744.5
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000.0,Diesel,Manual,Second,10.5,2179,120.0,8,430000.0,Mahindra,Scorpio,Economy,11,16000.0
Hyundai i20 1.2 Magna,Kolkata,2010,18000.0,Petrol,Manual,First,18.5,1197,80.0,5,225000.0,Hyundai,i20,Economy,9,2000.0
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003.0,Diesel,Manual,First,22.32,1582,126.32,5,675000.0,Hyundai,Verna,Mid-range,5,12600.6
Mahindra XUV500 W6 2WD,Chennai,2014,80000.0,Diesel,Manual,First,15.1,2179,140.0,7,940000.0,Mahindra,XUV500,Mid-range,5,16000.0
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658.0,Diesel,Manual,First,20.64,1498,108.5,5,539000.0,Volkswagen,Vento,Mid-range,5,11331.6
Maruti Swift Dzire VDI Optional,Kochi,2019,18592.0,Diesel,Manual,First,26.59,1248,74.0,5,851000.0,Maruti,Swift,Mid-range,0,inf
Tata Manza Aura Safire BS IV,Pune,2010,75695.0,Petrol,Manual,First,13.7,1368,88.8,5,185000.0,Tata,Manza,Economy,9,8410.555555555555
Maruti Swift VDI,Kolkata,2012,82000.0,Diesel,Manual,Second,22.9,1248,74.0,5,250000.0,Maruti,Swift,Economy,7,11714.285714285714
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000.0,Diesel,Manual,First,22.07,1199,73.9,5,475000.0,Volkswagen,Polo,Economy,6,10000.0
Honda City 1.5 V MT,Pune,2009,138000.0,Petrol,Manual,Second,17.0,1497,118.0,5,350000.0,Honda,City,Economy,10,13800.0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000.0,Diesel,Manual,First,23.0,1396,90.0,5,550000.0,Hyundai,i20,Mid-range,5,13400.0
Honda City 1.5 V MT,Coimbatore,2012,42750.0,Petrol,Manual,First,17.0,1497,118.0,5,633000.0,Honda,City,Mid-range,7,6107.142857142857
Chevrolet Beat Diesel,Kochi,2014,52398.0,Diesel,Manual,First,25.44,936,57.6,5,247000.00000000003,Chevrolet,Beat,Economy,5,10479.6
Chevrolet Spark 1.0 LS,Kochi,2014,36657.0,Petrol,Manual,First,16.2,995,62.1,5,330000.0,Chevrolet,Spark,Economy,5,7331.4
Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000.0,Diesel,Manual,Second,11.57,2179,138.1,7,350000.0,Tata,New,Economy,8,9625.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000.0,Diesel,Automatic,First,11.3,2987,254.8,7,3875000.0,Mercedes-Benz,GL-Class,Ultra-Luxury,5,17000.0
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500.0,Diesel,Automatic,First,11.5,2993,235.0,5,799000.0,BMW,5,Mid-range,11,10227.272727272728
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072.0,Diesel,Manual,First,14.24,2755,174.5,7,1328000.0,Toyota,Fortuner,Luxury,6,17512.0
BMW X1 sDrive 18i,Pune,2012,80000.0,Petrol,Automatic,First,11.25,1995,150.0,5,950000.0,BMW,X1,Mid-range,7,11428.57142857143
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102.0,Diesel,Manual,First,20.37,1461,108.45,5,1401000.0,Renault,Captur,Luxury,0,inf
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656.0,Diesel,Manual,First,24.4,1120,71.0,5,699000.0,Hyundai,Xcent,Mid-range,3,4885.333333333333
BMW 3 Series 320d,Hyderabad,2010,105000.0,Diesel,Automatic,Second,13.2,1995,170.0,5,1100000.0,BMW,3,Luxury,9,11666.666666666666
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000.0,Petrol,Automatic,Second,10.8,2497,215.0,5,1100000.0,BMW,5,Luxury,11,5545.454545454545
Nissan Micra XE,Pune,2010,85046.0,Petrol,Manual,Second,18.06,1198,75.0,5,229999.99999999997,Nissan,Micra,Economy,9,9449.555555555555
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000.0,Diesel,Automatic,First,16.36,2179,187.7,5,2650000.0,Jaguar,XF,Ultra-Luxury,5,9600.0
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000.0,Diesel,Automatic,First,10.2,4367,308.0,7,6700000.0,Land,Rover,Ultra-Luxury,8,6875.0
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000.0,Petrol,Automatic,First,16.0,1368,160.0,5,1775000.0,Jeep,Compass,Luxury,2,2000.0
Honda CR-V 2.4 AT,Delhi,2010,94000.0,Petrol,Automatic,Second,10.1,2354,152.0,5,480000.0,Honda,CR-V,Economy,9,10444.444444444445
Maruti Swift VXI,Coimbatore,2013,61110.0,Petrol,Manual,First,18.6,1197,85.8,5,457000.0,Maruti,Swift,Economy,6,10185.0
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000.0,Diesel,Manual,First,24.4,1120,71.0,5,350000.0,Hyundai,Xcent,Economy,3,26666.666666666668
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190.0,Diesel,Manual,First,19.01,1461,108.5,5,761000.0,Nissan,Terrano,Mid-range,4,10797.5
Audi A4 35 TDI Technology,Hyderabad,2015,45000.0,Diesel,Automatic,First,18.25,1968,187.74,5,2500000.0,Audi,A4,Ultra-Luxury,4,11250.0
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178.0,Petrol,Manual,First,18.9,1197,82.0,5,588000.0,Hyundai,Grand,Mid-range,3,14726.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415.0,Diesel,Manual,First,12.99,2494,100.6,8,1350000.0,Toyota,Innova,Luxury,4,21103.75
Hyundai i20 1.2 Magna,Kolkata,2015,35000.0,Petrol,Manual,First,18.5,1197,80.0,5,459999.99999999994,Hyundai,i20,Economy,4,8750.0
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000.0,Diesel,Manual,First,22.77,1498,98.59,5,490000.00000000006,Ford,EcoSport,Economy,6,7333.333333333333
Honda City 1.5 S MT,Hyderabad,2012,67635.0,Petrol,Manual,First,17.0,1497,118.0,5,525000.0,Honda,City,Mid-range,7,9662.142857142857
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385.0,Petrol,Automatic,First,14.8,1497,121.36,5,1241000.0,Ford,EcoSport,Luxury,1,18385.0
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000.0,Diesel,Manual,First,22.07,1199,73.9,5,380000.0,Volkswagen,Polo,Economy,5,7000.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000.0,Diesel,Automatic,First,19.27,2143,170.0,5,894999.9999999999,Mercedes-Benz,New,Mid-range,9,5444.444444444444
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000.0,Diesel,Manual,First,22.7,1498,89.84,5,720000.0,Ford,Ecosport,Mid-range,6,11500.0
Tata Indigo GLE,Hyderabad,2017,23228.0,Petrol,Manual,First,14.4,1396,65.0,5,450000.0,Tata,Indigo,Economy,2,11614.0
Maruti Swift Dzire LDI,Delhi,2014,68462.0,Diesel,Manual,First,26.59,1248,74.0,5,415000.00000000006,Maruti,Swift,Economy,5,13692.4
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611.0,Diesel,Manual,First,25.1,1248,88.5,5,794000.0,Maruti,S-Cross,Mid-range,3,24870.333333333332
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000.0,Diesel,Manual,First,19.01,1461,108.45,5,725000.0,Renault,Duster,Mid-range,5,18000.0
Maruti Wagon R VXI,Delhi,2016,22000.0,Petrol,Manual,First,18.9,998,67.1,5,370000.0,Maruti,Wagon,Economy,3,7333.333333333333
Hyundai Santro Xing GL,Hyderabad,2010,58163.0,Petrol,Manual,First,17.02,1086,62.0,5,245000.00000000003,Hyundai,Santro,Economy,9,6462.555555555556
Chevrolet Beat Diesel LT,Chennai,2011,109500.0,Diesel,Manual,Third,25.44,936,57.6,5,150000.0,Chevrolet,Beat,Economy,8,13687.5
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363.0,Diesel,Manual,First,16.0,1997,140.0,7,1200000.0,Mahindra,XUV500,Luxury,2,6681.5
Hyundai i10 Era 1.1,Delhi,2012,51000.0,Petrol,Manual,Second,19.81,1086,68.05,5,220000.00000000003,Hyundai,i10,Economy,7,7285.714285714285
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000.0,Diesel,Manual,First,13.93,2179,138.0,7,360000.0,Tata,New,Economy,12,8583.333333333334
Hyundai i10 Sportz,Kolkata,2009,43002.0,Petrol,Manual,First,20.36,1197,78.9,5,192000.0,Hyundai,i10,Economy,10,4300.2
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000.0,Diesel,Automatic,First,11.36,2755,171.5,7,2050000.0,Toyota,Innova,Ultra-Luxury,3,36000.0
Skoda Laura Elegance MT,Jaipur,2010,82407.0,Diesel,Manual,First,17.5,1896,106.0,5,425000.0,Skoda,Laura,Economy,9,9156.333333333334
Hyundai Grand i10 Sportz,Kolkata,2013,29000.0,Petrol,Manual,First,18.9,1197,82.0,5,320000.0,Hyundai,Grand,Economy,6,4833.333333333333
Toyota Etios Liva GD,Pune,2012,225000.0,Diesel,Manual,Second,23.59,1364,145.33333333333334,5,260000.0,Toyota,Etios,Economy,7,32142.85714285714
Maruti Swift Dzire VDI,Kolkata,2014,45000.0,Diesel,Manual,First,23.4,1248,74.0,5,385000.0,Maruti,Swift,Economy,5,9000.0
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401.0,Diesel,Manual,First,23.0,1396,90.0,5,348000.0,Hyundai,i20,Economy,9,10377.888888888889
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802.0,Diesel,Manual,Second,25.83,1498,99.0,5,455000.0,Ford,Figo,Economy,2,47901.0
Maruti Ertiga VDI,Pune,2016,130000.0,Diesel,Manual,First,25.47,1248,88.5,7,700000.0,Maruti,Ertiga,Mid-range,3,43333.333333333336
Maruti Ertiga ZDI,Ahmedabad,2013,67443.0,Diesel,Manual,First,20.77,1248,88.8,7,575000.0,Maruti,Ertiga,Mid-range,6,11240.5
Honda City 1.5 V AT Sunroof,Kochi,2016,47681.0,Petrol,Automatic,First,16.8,1497,116.3,5,873000.0,Honda,City,Mid-range,3,15893.666666666666
Maruti Alto LXi BSIII,Hyderabad,2009,35000.0,Petrol,Manual,First,19.7,796,46.3,5,170000.0,Maruti,Alto,Economy,10,3500.0
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000.0,Diesel,Automatic,First,10.91,3198,197.0,7,2950000.0,Ford,Endeavour,Ultra-Luxury,3,22666.666666666668
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688.0,Diesel,Manual,First,24.3,1248,88.5,5,1049000.0,Maruti,Vitara,Luxury,0,inf
Porsche Boxster S tiptronic,Kolkata,2015,10512.0,Petrol,Automatic,First,8.6,2706,265.0,2,6400000.0,Porsche,Boxster,Ultra-Luxury,4,2628.0
Maruti Swift ZDi,Pune,2016,58000.0,Diesel,Manual,First,22.9,1248,74.0,5,755000.0,Maruti,Swift,Mid-range,3,19333.333333333332
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000.0,Petrol,Manual,First,17.57,1193,88.7,5,395000.0,Tata,Zest,Economy,5,8000.0
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000.0,Petrol,Manual,Fourth & Above,17.0,1197,80.0,5,325000.0,Hyundai,i20,Economy,9,6777.777777777777
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000.0,Diesel,Manual,First,19.4,1422,70.0,5,275000.0,Skoda,Fabia,Economy,10,8600.0
Toyota Corolla Altis D-4D J,Kolkata,2015,45000.0,Diesel,Manual,First,21.43,1364,87.2,5,735000.0,Toyota,Corolla,Mid-range,4,11250.0
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000.0,Petrol,Manual,First,17.0,1198,73.75,5,470000.0,Volkswagen,Ameo,Economy,2,27500.0
Hyundai Creta 1.6 VTVT S,Kochi,2016,36855.0,Petrol,Manual,Second,15.29,1591,121.3,5,877000.0,Hyundai,Creta,Mid-range,3,12285.0
Hyundai i10 Magna 1.2,Kochi,2013,46821.0,Petrol,Manual,First,20.36,1197,78.9,5,342000.0,Hyundai,i10,Economy,6,7803.5
Chevrolet Beat LS,Kolkata,2015,120000.0,Petrol,Manual,First,18.6,1199,76.8,5,250000.0,Chevrolet,Beat,Economy,4,30000.0
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000.0,Diesel,Automatic,First,14.74,2993,270.9,5,2000000.0,Jaguar,XF,Ultra-Luxury,7,4142.857142857143
Nissan Terrano XL,Mumbai,2014,40000.0,Petrol,Manual,First,13.24,1598,102.5,5,525000.0,Nissan,Terrano,Mid-range,5,8000.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000.0,Diesel,Automatic,Second,15.73,1968,174.33,5,1450000.0,Audi,Q3,Luxury,6,10000.0
Hyundai i10 Asta AT,Mumbai,2011,64984.0,Petrol,Automatic,First,16.95,1197,78.9,5,345000.0,Hyundai,i10,Economy,8,8123.0
Maruti Alto K10 VXI AGS,Pune,2015,73204.0,Petrol,Automatic,First,24.07,998,67.1,5,330000.0,Maruti,Alto,Economy,4,18301.0
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000.0,Diesel,Automatic,First,11.33,4134,335.2,7,5100000.0,Audi,Q7,Ultra-Luxury,5,10000.0
Maruti Vitara Brezza VDi,Kolkata,2017,35000.0,Diesel,Manual,First,24.3,1248,88.5,5,650000.0,Maruti,Vitara,Mid-range,2,17500.0
Hyundai EON D Lite Plus,Hyderabad,2013,17729.0,Petrol,Manual,First,21.1,814,55.2,5,365000.0,Hyundai,EON,Economy,6,2954.8333333333335
Mahindra XUV300 W8 Diesel,Chennai,2012,97000.0,Diesel,Manual,First,20.0,1497,115.0,5,725000.0,Mahindra,XUV300,Mid-range,7,13857.142857142857
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614.0,Diesel,Manual,First,22.0,1582,126.2,5,601000.0,Hyundai,Verna,Mid-range,5,17922.8
Maruti Wagon R VXI,Kolkata,2015,14000.0,Petrol,Manual,First,18.9,998,67.1,5,280000.0,Maruti,Wagon,Economy,4,3500.0
Hyundai i20 Sportz Option,Chennai,2012,50000.0,Petrol,Manual,First,17.0,1197,80.0,5,400000.0,Hyundai,i20,Economy,7,7142.857142857143
Honda City i VTEC V,Delhi,2014,62505.0,Petrol,Manual,First,17.4,1497,117.3,5,595000.0,Honda,City,Mid-range,5,12501.0
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000.0,Diesel,Manual,Second,12.8,2494,102.0,7,919999.9999999999,Toyota,Innova,Mid-range,8,31000.0
Hyundai Verna CRDi SX,Pune,2012,94900.0,Diesel,Manual,First,16.8,1493,110.0,5,535000.0,Hyundai,Verna,Mid-range,7,13557.142857142857
Tata Hexa XT,Delhi,2017,55000.0,Diesel,Manual,First,17.6,2179,153.86,7,1200000.0,Tata,Hexa,Luxury,2,27500.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735.0,Diesel,Automatic,Second,12.07,2967,241.4,7,3894000.0,Audi,Q7,Ultra-Luxury,4,13433.75
Maruti Wagon R VXI,Coimbatore,2008,53934.0,Petrol,Manual,Second,18.9,998,67.1,5,269000.0,Maruti,Wagon,Economy,11,4903.090909090909
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500.0,Diesel,Automatic,Second,17.09,1995,218.0,5,2750000.0,BMW,5,Ultra-Luxury,6,9750.0
Honda Amaze EX i-Vtech,Kolkata,2014,48000.0,Petrol,Manual,First,18.0,1198,86.7,5,275000.0,Honda,Amaze,Economy,5,9600.0
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000.0,Petrol,Manual,First,24.7,796,47.3,5,280000.0,Maruti,Alto,Economy,3,8000.0
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001.0,Petrol,Manual,First,17.01,1591,121.3,5,645000.0,Hyundai,Verna,Mid-range,3,17333.666666666668
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565.0,Petrol,Manual,First,23.84,1199,84.0,5,588000.0,Tata,Tiago,Mid-range,1,9565.0
Maruti Swift LXI,Pune,2013,32953.0,Petrol,Manual,First,18.6,1197,85.8,5,465000.00000000006,Maruti,Swift,Economy,6,5492.166666666667
Hyundai EON Era,Jaipur,2014,18000.0,Petrol,Manual,First,21.1,814,55.2,5,250000.0,Hyundai,EON,Economy,5,3600.0
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446.0,Petrol,Automatic,First,12.6,1950,191.34,5,5135000.0,Mercedes-Benz,E-Class,Ultra-Luxury,1,20446.0
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016.0,Diesel,Manual,First,22.54,1396,88.73,5,685000.0,Hyundai,i20,Mid-range,3,11005.333333333334
Toyota Etios VD,Chennai,2012,48000.0,Diesel,Manual,First,23.59,1364,67.05,5,525000.0,Toyota,Etios,Mid-range,7,6857.142857142857
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022.0,Diesel,Manual,First,21.43,1364,87.2,5,923000.0,Toyota,Corolla,Mid-range,5,14404.4
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000.0,Diesel,Automatic,First,20.7,1496,113.98,5,2200000.0,Mini,Cooper,Ultra-Luxury,5,6800.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000.0,Diesel,Manual,First,20.14,1498,88.8,5,519000.00000000006,Volkswagen,Polo,Mid-range,5,13800.0
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000.0,Petrol,Automatic,First,13.7,1798,157.75,5,434999.99999999994,Skoda,Superb,Economy,10,10800.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700.0,Diesel,Automatic,First,10.0,2148,170.0,5,2450000.0,Mercedes-Benz,E-Class,Ultra-Luxury,6,5783.333333333333
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000.0,Diesel,Manual,First,17.8,1248,75.0,5,575000.0,Maruti,Swift,Mid-range,4,19750.0
Honda City i VTEC CVT VX,Kochi,2016,58197.0,Petrol,Automatic,First,18.0,1497,117.3,5,919000.0,Honda,City,Mid-range,3,19399.0
BMW 7 Series 2007-2012 740Li,Pune,2008,66000.0,Petrol,Automatic,Second,8.45,2979,321.0,5,1075000.0,BMW,7,Luxury,11,6000.0
Hyundai i10 Magna AT,Bangalore,2009,60000.0,Petrol,Automatic,First,19.2,1197,80.0,5,299000.0,Hyundai,i10,Economy,10,6000.0
Maruti Swift Dzire VDI,Kolkata,2014,57000.0,Diesel,Manual,First,26.59,1248,74.0,5,389000.0,Maruti,Swift,Economy,5,11400.0
Honda City i DTec VX,Coimbatore,2018,45555.0,Diesel,Manual,First,26.0,1498,98.6,5,1173000.0,Honda,City,Luxury,1,45555.0
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137.0,Petrol,Manual,First,14.0,796,35.0,5,311000.0,Maruti,Omni,Economy,3,18379.0
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325.0,Diesel,Manual,Second,17.2,1968,138.1,5,1445000.0,Skoda,Superb,Luxury,5,18665.0
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000.0,Diesel,Manual,First,24.52,1248,88.5,7,869999.9999999999,Maruti,Ertiga,Mid-range,1,38000.0
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738.0,Diesel,Manual,First,24.0,1120,70.0,5,504000.0,Hyundai,Grand,Mid-range,3,19246.0
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282.0,Diesel,Manual,First,28.09,1248,88.5,5,850000.0,Maruti,Ciaz,Mid-range,2,19141.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000.0,Diesel,Automatic,First,19.27,2143,170.0,5,1565000.0,Mercedes-Benz,New,Luxury,5,12800.0
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000.0,Diesel,Manual,First,20.5,1248,91.72,5,565000.0,Fiat,Avventura,Mid-range,4,8000.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000.0,Petrol,Automatic,First,10.93,2497,204.0,5,1650000.0,Mercedes-Benz,E-Class,Luxury,9,9222.222222222223
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000.0,CNG,Manual,First,39.45,998,67.1,5,200000.0,Maruti,Zen,Economy,8,9500.0
Volkswagen Vento Petrol Highline,Pune,2012,67200.0,Petrol,Manual,First,15.04,1598,103.6,5,390000.0,Volkswagen,Vento,Economy,7,9600.0
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655.0,Diesel,Automatic,First,18.88,1995,184.0,5,1450000.0,BMW,3,Luxury,6,10442.5
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900.0,Diesel,Automatic,First,14.69,2993,258.0,5,4400000.0,BMW,5,Ultra-Luxury,4,4225.0
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471.0,Petrol,Manual,First,18.9,1197,81.86,5,500000.0,Hyundai,Grand,Mid-range,2,4235.5
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000.0,Diesel,Automatic,First,11.36,2755,171.5,7,1975000.0,Toyota,Innova,Luxury,3,23000.0
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090.0,Diesel,Automatic,First,19.6,1461,108.45,5,1144000.0,Renault,Duster,Luxury,2,15045.0
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000.0,Diesel,Manual,First,18.0,1248,75.0,5,175000.0,Tata,Indica,Economy,8,15000.0
